,Provider Name,Provider City,"Provider
State",ZIP,APC,"APC
Description","Comprehensive APC
Services","Average
Medicare
Allowed
Amount",CBSA
4484,Delnor Community Hospital,Geneva,IL,60134,229,Level II Endovascular Procedures,27,9275.07777777778,16980
4485,Silver Cross Hospital  And Medical Centers,New Lenox,IL,60451,83,Level I Endovascular Procedures,21,4532.79,16980
4486,Silver Cross Hospital  And Medical Centers,New Lenox,IL,60451,86,Level III Electrophysiologic Procedures,34,13541.2332352941,16980
4487,Silver Cross Hospital  And Medical Centers,New Lenox,IL,60451,89,Level III Pacemaker and Similar Procedures,52,9308.83961538459,16980
4488,Silver Cross Hospital  And Medical Centers,New Lenox,IL,60451,90,Level II Pacemaker and Similar Procedures,16,6205.021875,16980
4489,Silver Cross Hospital  And Medical Centers,New Lenox,IL,60451,108,Level II ICD and Similar Procedures,19,30674.87,16980
4490,Silver Cross Hospital  And Medical Centers,New Lenox,IL,60451,202,Level V Gynecologic Procedures,24,3977.455,16980
4491,Silver Cross Hospital  And Medical Centers,New Lenox,IL,60451,229,Level II Endovascular Procedures,68,9600.33,16980
4492,Silver Cross Hospital  And Medical Centers,New Lenox,IL,60451,319,Level III Endovascular Procedures,13,12623.1338461538,16980
4493,Silver Cross Hospital  And Medical Centers,New Lenox,IL,60451,384,GI Procedures with Stents,43,3170.57,16980
4494,Silver Cross Hospital  And Medical Centers,New Lenox,IL,60451,385,Level I Urogenital Procedures,11,6813.08909090909,16980
4495,Advocate Lutheran General Hospital,Park Ridge,IL,60068,39,Level III Neurostimulator & Related Procedures,11,17120.04,16980
4496,Advocate Lutheran General Hospital,Park Ridge,IL,60068,61,Level II Neurostimulator & Related Procedures,22,4731.98590909091,16980
4497,Advocate Lutheran General Hospital,Park Ridge,IL,60068,67,Single Session Cranial Stereotactic Radiosurgery,26,9788.02,16980
4498,Advocate Lutheran General Hospital,Park Ridge,IL,60068,83,Level I Endovascular Procedures,45,4292.36488888889,16980
4499,Advocate Lutheran General Hospital,Park Ridge,IL,60068,86,Level III Electrophysiologic Procedures,27,13892.177037037,16980
4500,Advocate Lutheran General Hospital,Park Ridge,IL,60068,89,Level III Pacemaker and Similar Procedures,58,9512.49603448276,16980
4501,Advocate Lutheran General Hospital,Park Ridge,IL,60068,90,Level II Pacemaker and Similar Procedures,18,6566.26,16980
4502,Advocate Lutheran General Hospital,Park Ridge,IL,60068,107,Level I ICD and Similar Procedures,12,22926.79,16980
4503,Advocate Lutheran General Hospital,Park Ridge,IL,60068,108,Level II ICD and Similar Procedures,36,30823.5138888888,16980
4504,Advocate Lutheran General Hospital,Park Ridge,IL,60068,202,Level V Gynecologic Procedures,43,3996.59,16980
4505,Advocate Lutheran General Hospital,Park Ridge,IL,60068,229,Level II Endovascular Procedures,73,9267.57534246575,16980
4506,Advocate Lutheran General Hospital,Park Ridge,IL,60068,319,Level III Endovascular Procedures,27,14861.93,16980
4507,Advocate Lutheran General Hospital,Park Ridge,IL,60068,384,GI Procedures with Stents,25,3185.95,16980
4508,Advocate Lutheran General Hospital,Park Ridge,IL,60068,385,Level I Urogenital Procedures,23,6845.75,16980
4509,Advocate Lutheran General Hospital,Park Ridge,IL,60068,425,Level V Musculoskeletal Procedures Except Hand and Foot,30,9643.66666666666,16980
4510,Advocate Lutheran General Hospital,Park Ridge,IL,60068,655,Level IV Pacemaker and Similar Procedures,12,16421.84,16980
4519,Edward Hospital,Naperville,IL,60540,83,Level I Endovascular Procedures,40,4532.79,16980
4520,Edward Hospital,Naperville,IL,60540,86,Level III Electrophysiologic Procedures,48,14308.8233333333,16980
4521,Edward Hospital,Naperville,IL,60540,89,Level III Pacemaker and Similar Procedures,85,9466.69458823529,16980
4522,Edward Hospital,Naperville,IL,60540,90,Level II Pacemaker and Similar Procedures,29,6514.56689655172,16980
4523,Edward Hospital,Naperville,IL,60540,108,Level II ICD and Similar Procedures,63,30388.8919047619,16980
4524,Edward Hospital,Naperville,IL,60540,202,Level V Gynecologic Procedures,30,3977.31933333333,16980
4525,Edward Hospital,Naperville,IL,60540,229,Level II Endovascular Procedures,174,9600.33304597701,16980
4526,Edward Hospital,Naperville,IL,60540,318,Level IV Neurostimulator & Related Procedures,13,26044.32,16980
4527,Edward Hospital,Naperville,IL,60540,319,Level III Endovascular Procedures,102,12760.2933333333,16980
4528,Edward Hospital,Naperville,IL,60540,384,GI Procedures with Stents,28,3170.57,16980
4529,Edward Hospital,Naperville,IL,60540,385,Level I Urogenital Procedures,27,6812.84,16980
4530,Edward Hospital,Naperville,IL,60540,655,Level IV Pacemaker and Similar Procedures,13,16342.74,16980
4546,Central Dupage Hospital,Winfield,IL,60190,39,Level III Neurostimulator & Related Procedures,38,15791.9631578947,16980
4547,Central Dupage Hospital,Winfield,IL,60190,67,Single Session Cranial Stereotactic Radiosurgery,21,9740.92,16980
4548,Central Dupage Hospital,Winfield,IL,60190,83,Level I Endovascular Procedures,58,4298.35379310344,16980
4549,Central Dupage Hospital,Winfield,IL,60190,86,Level III Electrophysiologic Procedures,23,14308.79,16980
4550,Central Dupage Hospital,Winfield,IL,60190,89,Level III Pacemaker and Similar Procedures,55,9317.47472727271,16980
4551,Central Dupage Hospital,Winfield,IL,60190,90,Level II Pacemaker and Similar Procedures,17,6534.69,16980
4552,Central Dupage Hospital,Winfield,IL,60190,107,Level I ICD and Similar Procedures,14,22816.3,16980
4553,Central Dupage Hospital,Winfield,IL,60190,108,Level II ICD and Similar Procedures,42,30674.87,16980
4554,Central Dupage Hospital,Winfield,IL,60190,202,Level V Gynecologic Procedures,28,3977.31,16980
4555,Central Dupage Hospital,Winfield,IL,60190,229,Level II Endovascular Procedures,82,9483.28865853657,16980
4556,Central Dupage Hospital,Winfield,IL,60190,318,Level IV Neurostimulator & Related Procedures,11,26044.32,16980
4557,Central Dupage Hospital,Winfield,IL,60190,319,Level III Endovascular Procedures,24,12994.0475,16980
4558,Central Dupage Hospital,Winfield,IL,60190,384,GI Procedures with Stents,40,2536.456,16980
4559,Central Dupage Hospital,Winfield,IL,60190,385,Level I Urogenital Procedures,17,6812.84,16980
4560,Advocate South Suburban Hospital,Hazel Crest,IL,60429,61,Level II Neurostimulator & Related Procedures,22,5308.77,16980
4561,Advocate South Suburban Hospital,Hazel Crest,IL,60429,83,Level I Endovascular Procedures,88,4037.20034090909,16980
4562,Advocate South Suburban Hospital,Hazel Crest,IL,60429,90,Level II Pacemaker and Similar Procedures,15,6566.33066666666,16980
4563,Advocate South Suburban Hospital,Hazel Crest,IL,60429,108,Level II ICD and Similar Procedures,12,25896.2166666666,16980
4564,Advocate South Suburban Hospital,Hazel Crest,IL,60429,229,Level II Endovascular Procedures,48,8898.41666666666,16980
4565,Advocate South Suburban Hospital,Hazel Crest,IL,60429,319,Level III Endovascular Procedures,11,13625.3909090909,16980
4566,Community First Medical Center,Chicago,IL,60634,61,Level II Neurostimulator & Related Procedures,31,5308.77,16980
4567,Community First Medical Center,Chicago,IL,60634,89,Level III Pacemaker and Similar Procedures,13,9512.43,16980
4568,Community First Medical Center,Chicago,IL,60634,318,Level IV Neurostimulator & Related Procedures,21,26170.46,16980
4569,Northwest Community Hospital 1,Arlington Heights,IL,60005,67,Single Session Cranial Stereotactic Radiosurgery,11,9788.02,16980
4570,Northwest Community Hospital 1,Arlington Heights,IL,60005,83,Level I Endovascular Procedures,72,4505.99916666666,16980
4571,Northwest Community Hospital 1,Arlington Heights,IL,60005,86,Level III Electrophysiologic Procedures,44,14378.03,16980
4572,Northwest Community Hospital 1,Arlington Heights,IL,60005,89,Level III Pacemaker and Similar Procedures,70,9512.43,16980
4573,Northwest Community Hospital 1,Arlington Heights,IL,60005,90,Level II Pacemaker and Similar Procedures,21,6566.4,16980
4574,Northwest Community Hospital 1,Arlington Heights,IL,60005,108,Level II ICD and Similar Procedures,38,30045.5515789473,16980
4575,Northwest Community Hospital 1,Arlington Heights,IL,60005,202,Level V Gynecologic Procedures,17,3996.59,16980
4576,Northwest Community Hospital 1,Arlington Heights,IL,60005,229,Level II Endovascular Procedures,157,9433.85560509554,16980
4577,Northwest Community Hospital 1,Arlington Heights,IL,60005,319,Level III Endovascular Procedures,35,14861.93,16980
4578,Northwest Community Hospital 1,Arlington Heights,IL,60005,384,GI Procedures with Stents,101,3185.96138613862,16980
4579,Alexian Brothers Medical Center 1,Elk Grove Village,IL,60007,61,Level II Neurostimulator & Related Procedures,23,3047.52304347826,16980
4580,Alexian Brothers Medical Center 1,Elk Grove Village,IL,60007,67,Single Session Cranial Stereotactic Radiosurgery,51,9788.02,16980
4581,Alexian Brothers Medical Center 1,Elk Grove Village,IL,60007,83,Level I Endovascular Procedures,73,4270.29150684931,16980
4582,Alexian Brothers Medical Center 1,Elk Grove Village,IL,60007,85,Level II Electrophysiologic Procedures,11,4651.01,16980
4583,Alexian Brothers Medical Center 1,Elk Grove Village,IL,60007,86,Level III Electrophysiologic Procedures,73,14378.1105479452,16980
4584,Alexian Brothers Medical Center 1,Elk Grove Village,IL,60007,89,Level III Pacemaker and Similar Procedures,60,9512.43,16980
4585,Alexian Brothers Medical Center 1,Elk Grove Village,IL,60007,107,Level I ICD and Similar Procedures,11,20957.0818181818,16980
4586,Alexian Brothers Medical Center 1,Elk Grove Village,IL,60007,108,Level II ICD and Similar Procedures,43,29448.5520930232,16980
4587,Alexian Brothers Medical Center 1,Elk Grove Village,IL,60007,229,Level II Endovascular Procedures,268,9431.13667910447,16980
4588,Alexian Brothers Medical Center 1,Elk Grove Village,IL,60007,319,Level III Endovascular Procedures,132,14733.2512878787,16980
4589,Alexian Brothers Medical Center 1,Elk Grove Village,IL,60007,384,GI Procedures with Stents,20,3185.95,16980
4592,Loyola University Medical Center,Maywood,IL,60153,61,Level II Neurostimulator & Related Procedures,12,3981.5775,16980
4593,Loyola University Medical Center,Maywood,IL,60153,67,Single Session Cranial Stereotactic Radiosurgery,16,9788.02,16980
4594,Loyola University Medical Center,Maywood,IL,60153,83,Level I Endovascular Procedures,101,4518.8294059406,16980
4595,Loyola University Medical Center,Maywood,IL,60153,85,Level II Electrophysiologic Procedures,11,4651.01,16980
4596,Loyola University Medical Center,Maywood,IL,60153,86,Level III Electrophysiologic Procedures,108,14256.5667592592,16980
4597,Loyola University Medical Center,Maywood,IL,60153,89,Level III Pacemaker and Similar Procedures,70,9512.43,16980
4598,Loyola University Medical Center,Maywood,IL,60153,90,Level II Pacemaker and Similar Procedures,12,6566.26,16980
4599,Loyola University Medical Center,Maywood,IL,60153,108,Level II ICD and Similar Procedures,67,30823.46,16980
4600,Loyola University Medical Center,Maywood,IL,60153,202,Level V Gynecologic Procedures,40,3921.69725,16980
4601,Loyola University Medical Center,Maywood,IL,60153,229,Level II Endovascular Procedures,270,9553.56388888889,16980
4602,Loyola University Medical Center,Maywood,IL,60153,259,Level VII ENT Procedures,26,29724.21,16980
4603,Loyola University Medical Center,Maywood,IL,60153,318,Level IV Neurostimulator & Related Procedures,11,26170.46,16980
4604,Loyola University Medical Center,Maywood,IL,60153,319,Level III Endovascular Procedures,96,14423.7753125,16980
4605,Loyola University Medical Center,Maywood,IL,60153,384,GI Procedures with Stents,71,3150.19802816901,16980
4606,Loyola University Medical Center,Maywood,IL,60153,648,Level IV Breast and Skin Surgery,13,7484.64,16980
4615,Northwestern Memorial Hospital,Chicago,IL,60611,39,Level III Neurostimulator & Related Procedures,29,17120.04,16980
4616,Northwestern Memorial Hospital,Chicago,IL,60611,61,Level II Neurostimulator & Related Procedures,33,5052.42151515151,16980
4617,Northwestern Memorial Hospital,Chicago,IL,60611,67,Single Session Cranial Stereotactic Radiosurgery,68,9662.60794117648,16980
4618,Northwestern Memorial Hospital,Chicago,IL,60611,83,Level I Endovascular Procedures,228,4554.79583333333,16980
4619,Northwestern Memorial Hospital,Chicago,IL,60611,85,Level II Electrophysiologic Procedures,16,4419.405,16980
4620,Northwestern Memorial Hospital,Chicago,IL,60611,86,Level III Electrophysiologic Procedures,131,14277.9040458015,16980
4621,Northwestern Memorial Hospital,Chicago,IL,60611,89,Level III Pacemaker and Similar Procedures,77,9512.43000000001,16980
4622,Northwestern Memorial Hospital,Chicago,IL,60611,90,Level II Pacemaker and Similar Procedures,58,6566.30137931034,16980
4623,Northwestern Memorial Hospital,Chicago,IL,60611,107,Level I ICD and Similar Procedures,16,22926.79,16980
4624,Northwestern Memorial Hospital,Chicago,IL,60611,108,Level II ICD and Similar Procedures,50,30823.5622,16980
4625,Northwestern Memorial Hospital,Chicago,IL,60611,202,Level V Gynecologic Procedures,52,3881.37038461538,16980
4626,Northwestern Memorial Hospital,Chicago,IL,60611,227,Implantation of Drug Infusion Device,11,15587.43,16980
4627,Northwestern Memorial Hospital,Chicago,IL,60611,229,Level II Endovascular Procedures,314,9539.93458598726,16980
4628,Northwestern Memorial Hospital,Chicago,IL,60611,259,Level VII ENT Procedures,21,29724.21,16980
4629,Northwestern Memorial Hospital,Chicago,IL,60611,318,Level IV Neurostimulator & Related Procedures,19,26170.46,16980
4630,Northwestern Memorial Hospital,Chicago,IL,60611,319,Level III Endovascular Procedures,82,10346.2196341463,16980
4631,Northwestern Memorial Hospital,Chicago,IL,60611,384,GI Procedures with Stents,80,3154.220125,16980
4632,Northwestern Memorial Hospital,Chicago,IL,60611,425,Level V Musculoskeletal Procedures Except Hand and Foot,13,10242.5,16980
4633,Northwestern Memorial Hospital,Chicago,IL,60611,648,Level IV Breast and Skin Surgery,37,7484.64,16980
4634,Kishwaukee Community Hospital,Dekalb,IL,60115,83,Level I Endovascular Procedures,27,4381.37407407407,16980
4635,Kishwaukee Community Hospital,Dekalb,IL,60115,89,Level III Pacemaker and Similar Procedures,17,9428.73058823529,16980
4636,Kishwaukee Community Hospital,Dekalb,IL,60115,229,Level II Endovascular Procedures,19,8687.95315789473,16980
4637,Advocate Good Samaritan Hospital,Downers Grove,IL,60515,83,Level I Endovascular Procedures,30,4381.77533333333,16980
4638,Advocate Good Samaritan Hospital,Downers Grove,IL,60515,84,Level I Electrophysiologic Procedures,13,872.02,16980
4639,Advocate Good Samaritan Hospital,Downers Grove,IL,60515,86,Level III Electrophysiologic Procedures,21,14308.93,16980
4640,Advocate Good Samaritan Hospital,Downers Grove,IL,60515,89,Level III Pacemaker and Similar Procedures,64,9338.45390625,16980
4641,Advocate Good Samaritan Hospital,Downers Grove,IL,60515,90,Level II Pacemaker and Similar Procedures,33,6462.75727272727,16980
4642,Advocate Good Samaritan Hospital,Downers Grove,IL,60515,108,Level II ICD and Similar Procedures,49,30074.5665306122,16980
4643,Advocate Good Samaritan Hospital,Downers Grove,IL,60515,202,Level V Gynecologic Procedures,15,3977.31,16980
4644,Advocate Good Samaritan Hospital,Downers Grove,IL,60515,229,Level II Endovascular Procedures,134,9128.12619402985,16980
4645,Advocate Good Samaritan Hospital,Downers Grove,IL,60515,319,Level III Endovascular Procedures,50,14519.7332,16980
4646,Advocate Good Samaritan Hospital,Downers Grove,IL,60515,384,GI Procedures with Stents,12,3170.57,16980
4652,St Alexius Medical Center,Hoffman Estates,IL,60194,83,Level I Endovascular Procedures,28,4392.09,16980
4653,St Alexius Medical Center,Hoffman Estates,IL,60194,89,Level III Pacemaker and Similar Procedures,31,9512.43,16980
4654,St Alexius Medical Center,Hoffman Estates,IL,60194,202,Level V Gynecologic Procedures,19,3996.59,16980
4655,St Alexius Medical Center,Hoffman Estates,IL,60194,229,Level II Endovascular Procedures,70,9508.93928571428,16980
4656,St Alexius Medical Center,Hoffman Estates,IL,60194,319,Level III Endovascular Procedures,19,14861.93,16980
4657,Advocate Good Shepherd Hospital,Barrington,IL,60010,83,Level I Endovascular Procedures,42,3470.29333333333,16980
4658,Advocate Good Shepherd Hospital,Barrington,IL,60010,86,Level III Electrophysiologic Procedures,33,14378.119090909,16980
4659,Advocate Good Shepherd Hospital,Barrington,IL,60010,89,Level III Pacemaker and Similar Procedures,32,9512.521875,16980
4660,Advocate Good Shepherd Hospital,Barrington,IL,60010,108,Level II ICD and Similar Procedures,19,30823.46,16980
4661,Advocate Good Shepherd Hospital,Barrington,IL,60010,202,Level V Gynecologic Procedures,11,3996.59,16980
4662,Advocate Good Shepherd Hospital,Barrington,IL,60010,229,Level II Endovascular Procedures,55,9347.44036363636,16980
4663,Advocate Good Shepherd Hospital,Barrington,IL,60010,319,Level III Endovascular Procedures,22,14861.93,16980
4664,Advocate Good Shepherd Hospital,Barrington,IL,60010,425,Level V Musculoskeletal Procedures Except Hand and Foot,11,9425.90909090909,16980
4665,Advocate Good Shepherd Hospital,Barrington,IL,60010,648,Level IV Breast and Skin Surgery,19,7157.02736842105,16980
4666,Adventist Glenoaks,Glendale Heights,IL,60139,86,Level III Electrophysiologic Procedures,15,13438.8706666666,16980
4667,Adventist Bolingbrook Hospital,Bolingbrook,IL,60440,61,Level II Neurostimulator & Related Procedures,11,5283.15,16980
4668,Adventist Bolingbrook Hospital,Bolingbrook,IL,60440,83,Level I Endovascular Procedures,15,4299.864,16980
