,Provider Name,Provider City,"Provider
State",ZIP,APC,"APC
Description","Comprehensive APC
Services","Average
Medicare
Allowed
Amount",CBSA
7392,Gwinnett Medical Center,Lawrenceville,GA,30045,5125,Level 5 Musculoskeletal Procedures,41,9649.81536585365,12060
7393,Gwinnett Medical Center,Lawrenceville,GA,30045,5165,Level 5 ENT Procedures,62,3567.3929032258,12060
7394,Gwinnett Medical Center,Lawrenceville,GA,30045,5191,Level 1 Endovascular Procedures,25,4291.48,12060
7395,Gwinnett Medical Center,Lawrenceville,GA,30045,5192,Level 2 Endovascular Procedures,182,8823.34395604395,12060
7396,Gwinnett Medical Center,Lawrenceville,GA,30045,5193,Level 3 Endovascular Procedures,44,10582.535,12060
7397,Gwinnett Medical Center,Lawrenceville,GA,30045,5213,Level 3 Electrophysiologic Procedures,96,14248.4803125,12060
7398,Gwinnett Medical Center,Lawrenceville,GA,30045,5222,Level 2 Pacemaker and Similar Procedures,37,6258.50243243243,12060
7399,Gwinnett Medical Center,Lawrenceville,GA,30045,5223,Level 3 Pacemaker and Similar Procedures,87,8572.11988505747,12060
7400,Gwinnett Medical Center,Lawrenceville,GA,30045,5224,Level 4 Pacemaker and Similar Procedures,13,15768.42,12060
7401,Gwinnett Medical Center,Lawrenceville,GA,30045,5231,Level 1 ICD and Similar Procedures,29,16403.7310344827,12060
7402,Gwinnett Medical Center,Lawrenceville,GA,30045,5232,Level 2 ICD and Similar Procedures,80,24650.333125,12060
7403,Gwinnett Medical Center,Lawrenceville,GA,30045,5331,Complex GI Procedures,20,3376.992,12060
7404,Gwinnett Medical Center,Lawrenceville,GA,30045,5361,Level 1 Laparoscopy,123,3670.97162601626,12060
7405,Gwinnett Medical Center,Lawrenceville,GA,30045,5362,Level 2 Laparoscopy,33,6411.38,12060
7406,Gwinnett Medical Center,Lawrenceville,GA,30045,5375,Level 5 Urology and Related Services,124,3151.14177419354,12060
7407,Gwinnett Medical Center,Lawrenceville,GA,30045,5377,Level 7 Urology and Related Services,14,13137.84,12060
7408,Gwinnett Medical Center,Lawrenceville,GA,30045,5415,Level 5 Gynecologic Procedures,16,3423.8,12060
7409,Gwinnett Medical Center,Lawrenceville,GA,30045,5462,Level 2 Neurostimulator and Related Procedures,11,4546.04636363636,12060
7410,Gwinnett Medical Center,Lawrenceville,GA,30045,5463,Level 3 Neurostimulator and Related Procedures,11,16182.57,12060
7411,Gwinnett Medical Center,Lawrenceville,GA,30045,8011,Comprehensive Observation Services,1140,2007.54244736843,12060
7419,Rockdale Medical Center,Conyers,GA,30012,5123,Level 3 Musculoskeletal Procedures,63,4379.04793650793,12060
7420,Rockdale Medical Center,Conyers,GA,30012,5191,Level 1 Endovascular Procedures,99,4256.96919191919,12060
7421,Rockdale Medical Center,Conyers,GA,30012,5192,Level 2 Endovascular Procedures,131,8756.15832061068,12060
7422,Rockdale Medical Center,Conyers,GA,30012,5193,Level 3 Endovascular Procedures,16,13625.68,12060
7423,Rockdale Medical Center,Conyers,GA,30012,5361,Level 1 Laparoscopy,35,3591.57885714285,12060
7424,Rockdale Medical Center,Conyers,GA,30012,5375,Level 5 Urology and Related Services,47,3089.29872340425,12060
7425,Rockdale Medical Center,Conyers,GA,30012,5415,Level 5 Gynecologic Procedures,15,3423.8,12060
7426,Rockdale Medical Center,Conyers,GA,30012,8011,Comprehensive Observation Services,485,2002.40554639177,12060
7491,Wellstar Atlanta Medical Center,Atlanta,GA,30312,5123,Level 3 Musculoskeletal Procedures,14,4643.9,12060
7492,Wellstar Atlanta Medical Center,Atlanta,GA,30312,5191,Level 1 Endovascular Procedures,18,4291.48,12060
7493,Wellstar Atlanta Medical Center,Atlanta,GA,30312,5223,Level 3 Pacemaker and Similar Procedures,11,8656.77181818181,12060
7494,Wellstar Atlanta Medical Center,Atlanta,GA,30312,5361,Level 1 Laparoscopy,12,3739.17,12060
7495,Wellstar Atlanta Medical Center,Atlanta,GA,30312,5375,Level 5 Urology and Related Services,65,3171.56092307692,12060
7496,Wellstar Atlanta Medical Center,Atlanta,GA,30312,5492,Level 2 Intraocular Procedures,21,3039.54095238095,12060
7497,Wellstar Atlanta Medical Center,Atlanta,GA,30312,8011,Comprehensive Observation Services,180,1995.83577777778,12060
7586,Wellstar Cobb Hospital,Austell,GA,30106,5123,Level 3 Musculoskeletal Procedures,29,4516.31344827586,12060
7587,Wellstar Cobb Hospital,Austell,GA,30106,5124,Level 4 Musculoskeletal Procedures,14,6600.47,12060
7588,Wellstar Cobb Hospital,Austell,GA,30106,5165,Level 5 ENT Procedures,17,3696.96,12060
7589,Wellstar Cobb Hospital,Austell,GA,30106,5191,Level 1 Endovascular Procedures,29,3819.86206896551,12060
7590,Wellstar Cobb Hospital,Austell,GA,30106,5192,Level 2 Endovascular Procedures,39,8711.73897435897,12060
7591,Wellstar Cobb Hospital,Austell,GA,30106,5222,Level 2 Pacemaker and Similar Procedures,19,6258.37,12060
7592,Wellstar Cobb Hospital,Austell,GA,30106,5223,Level 3 Pacemaker and Similar Procedures,31,8656.75,12060
7593,Wellstar Cobb Hospital,Austell,GA,30106,5232,Level 2 ICD and Similar Procedures,44,28403.37,12060
7594,Wellstar Cobb Hospital,Austell,GA,30106,5361,Level 1 Laparoscopy,126,3622.02579365078,12060
7595,Wellstar Cobb Hospital,Austell,GA,30106,5362,Level 2 Laparoscopy,71,6352.03478873239,12060
7596,Wellstar Cobb Hospital,Austell,GA,30106,5375,Level 5 Urology and Related Services,107,3085.46607476635,12060
7597,Wellstar Cobb Hospital,Austell,GA,30106,5376,Level 6 Urology and Related Services,20,6939.44,12060
7598,Wellstar Cobb Hospital,Austell,GA,30106,5377,Level 7 Urology and Related Services,11,13137.84,12060
7599,Wellstar Cobb Hospital,Austell,GA,30106,5415,Level 5 Gynecologic Procedures,23,3312.21869565217,12060
7600,Wellstar Cobb Hospital,Austell,GA,30106,8011,Comprehensive Observation Services,797,2011.36515683816,12060
7639,Southern Regional Medical Center,Riverdale,GA,30274,5191,Level 1 Endovascular Procedures,34,4068.60029411764,12060
7640,Southern Regional Medical Center,Riverdale,GA,30274,5192,Level 2 Endovascular Procedures,31,8907.07,12060
7641,Southern Regional Medical Center,Riverdale,GA,30274,5361,Level 1 Laparoscopy,21,3460.79095238095,12060
7642,Southern Regional Medical Center,Riverdale,GA,30274,5375,Level 5 Urology and Related Services,25,3075.756,12060
7643,Southern Regional Medical Center,Riverdale,GA,30274,8011,Comprehensive Observation Services,41,1942.77341463414,12060
7682,Wellstar Douglas Hospital,Douglasville,GA,30134,5361,Level 1 Laparoscopy,51,3622.3394117647,12060
7683,Wellstar Douglas Hospital,Douglasville,GA,30134,5375,Level 5 Urology and Related Services,52,3122.92576923077,12060
7684,Wellstar Douglas Hospital,Douglasville,GA,30134,8011,Comprehensive Observation Services,518,2016.71596525098,12060
7685,Chestatee Regional Hospital,Dahlonega,GA,30533,5123,Level 3 Musculoskeletal Procedures,13,4614.26,12060
7686,Chestatee Regional Hospital,Dahlonega,GA,30533,5123,Level 3 Musculoskeletal Procedures,13,4614.26,99999
7687,Chestatee Regional Hospital,Dahlonega,GA,30533,5123,Level 3 Musculoskeletal Procedures,13,4614.26,23580
7688,Chestatee Regional Hospital,Dahlonega,GA,30533,8011,Comprehensive Observation Services,129,1993.88217054264,12060
7689,Chestatee Regional Hospital,Dahlonega,GA,30533,8011,Comprehensive Observation Services,129,1993.88217054264,99999
7690,Chestatee Regional Hospital,Dahlonega,GA,30533,8011,Comprehensive Observation Services,129,1993.88217054264,23580
7695,Piedmont Henry Hospital,Stockbridge,GA,30281,5123,Level 3 Musculoskeletal Procedures,52,4537.1273076923,12060
7696,Piedmont Henry Hospital,Stockbridge,GA,30281,5125,Level 5 Musculoskeletal Procedures,12,9833.92666666666,12060
7697,Piedmont Henry Hospital,Stockbridge,GA,30281,5191,Level 1 Endovascular Procedures,71,4291.51746478873,12060
7698,Piedmont Henry Hospital,Stockbridge,GA,30281,5192,Level 2 Endovascular Procedures,60,8653.48116666666,12060
7699,Piedmont Henry Hospital,Stockbridge,GA,30281,5213,Level 3 Electrophysiologic Procedures,14,13564.5407142857,12060
7700,Piedmont Henry Hospital,Stockbridge,GA,30281,5222,Level 2 Pacemaker and Similar Procedures,17,6258.37,12060
7701,Piedmont Henry Hospital,Stockbridge,GA,30281,5223,Level 3 Pacemaker and Similar Procedures,57,8656.81754385964,12060
7702,Piedmont Henry Hospital,Stockbridge,GA,30281,5232,Level 2 ICD and Similar Procedures,34,28403.37,12060
7703,Piedmont Henry Hospital,Stockbridge,GA,30281,5361,Level 1 Laparoscopy,155,3639.07361290322,12060
7704,Piedmont Henry Hospital,Stockbridge,GA,30281,5362,Level 2 Laparoscopy,20,5948.477,12060
7705,Piedmont Henry Hospital,Stockbridge,GA,30281,5375,Level 5 Urology and Related Services,18,3171.52,12060
7706,Piedmont Henry Hospital,Stockbridge,GA,30281,5415,Level 5 Gynecologic Procedures,27,3328.74925925925,12060
7707,Piedmont Henry Hospital,Stockbridge,GA,30281,8011,Comprehensive Observation Services,702,1998.79062678065,12060
7708,Eastside Medical Center,Snellville,GA,30078,5123,Level 3 Musculoskeletal Procedures,48,4566.81645833333,12060
7709,Eastside Medical Center,Snellville,GA,30078,5124,Level 4 Musculoskeletal Procedures,17,6600.47,12060
7710,Eastside Medical Center,Snellville,GA,30078,5191,Level 1 Endovascular Procedures,30,4291.48,12060
7711,Eastside Medical Center,Snellville,GA,30078,5192,Level 2 Endovascular Procedures,14,8907.07,12060
7712,Eastside Medical Center,Snellville,GA,30078,5232,Level 2 ICD and Similar Procedures,13,27218.0976923076,12060
7713,Eastside Medical Center,Snellville,GA,30078,5361,Level 1 Laparoscopy,33,3658.61454545454,12060
7714,Eastside Medical Center,Snellville,GA,30078,5362,Level 2 Laparoscopy,11,5479.85636363636,12060
7715,Eastside Medical Center,Snellville,GA,30078,5415,Level 5 Gynecologic Procedures,13,3362.95923076923,12060
7716,Eastside Medical Center,Snellville,GA,30078,8011,Comprehensive Observation Services,222,1973.495,12060
7719,Wellstar North Fulton Hospital,Roswell,GA,30076,5123,Level 3 Musculoskeletal Procedures,53,4574.08849056603,12060
7720,Wellstar North Fulton Hospital,Roswell,GA,30076,5124,Level 4 Musculoskeletal Procedures,38,6460.66815789473,12060
7721,Wellstar North Fulton Hospital,Roswell,GA,30076,5125,Level 5 Musculoskeletal Procedures,11,9833.65,12060
7722,Wellstar North Fulton Hospital,Roswell,GA,30076,5165,Level 5 ENT Procedures,36,3623.43222222222,12060
7723,Wellstar North Fulton Hospital,Roswell,GA,30076,5192,Level 2 Endovascular Procedures,14,8907.22428571428,12060
7724,Wellstar North Fulton Hospital,Roswell,GA,30076,5361,Level 1 Laparoscopy,21,3739.17,12060
7725,Wellstar North Fulton Hospital,Roswell,GA,30076,5375,Level 5 Urology and Related Services,78,3111.96576923077,12060
7726,Wellstar North Fulton Hospital,Roswell,GA,30076,5462,Level 2 Neurostimulator and Related Procedures,33,4900.99,12060
7727,Wellstar North Fulton Hospital,Roswell,GA,30076,5464,Level 4 Neurostimulator and Related Procedures,22,24902.56,12060
7728,Wellstar North Fulton Hospital,Roswell,GA,30076,8011,Comprehensive Observation Services,317,2021.58047318613,12060
7745,Piedmont Fayette Hospital,Fayetteville,GA,30214,5123,Level 3 Musculoskeletal Procedures,69,4590.30173913043,12060
7746,Piedmont Fayette Hospital,Fayetteville,GA,30214,5124,Level 4 Musculoskeletal Procedures,46,6600.47,12060
7747,Piedmont Fayette Hospital,Fayetteville,GA,30214,5125,Level 5 Musculoskeletal Procedures,15,10489.2266666666,12060
7748,Piedmont Fayette Hospital,Fayetteville,GA,30214,5191,Level 1 Endovascular Procedures,19,4291.61263157894,12060
7749,Piedmont Fayette Hospital,Fayetteville,GA,30214,5192,Level 2 Endovascular Procedures,112,8703.01741071427,12060
7750,Piedmont Fayette Hospital,Fayetteville,GA,30214,5193,Level 3 Endovascular Procedures,35,12531.3645714285,12060
7751,Piedmont Fayette Hospital,Fayetteville,GA,30214,5222,Level 2 Pacemaker and Similar Procedures,15,6258.37,12060
7752,Piedmont Fayette Hospital,Fayetteville,GA,30214,5223,Level 3 Pacemaker and Similar Procedures,39,8467.80769230769,12060
7753,Piedmont Fayette Hospital,Fayetteville,GA,30214,5331,Complex GI Procedures,12,3095.55583333333,12060
7754,Piedmont Fayette Hospital,Fayetteville,GA,30214,5361,Level 1 Laparoscopy,193,3601.71813471503,12060
7755,Piedmont Fayette Hospital,Fayetteville,GA,30214,5362,Level 2 Laparoscopy,36,6280.00222222222,12060
7756,Piedmont Fayette Hospital,Fayetteville,GA,30214,5375,Level 5 Urology and Related Services,158,3107.54784810127,12060
7757,Piedmont Fayette Hospital,Fayetteville,GA,30214,5415,Level 5 Gynecologic Procedures,24,3317.07083333333,12060
7758,Piedmont Fayette Hospital,Fayetteville,GA,30214,8011,Comprehensive Observation Services,690,2009.58834782611,12060
7759,Piedmont Mountainside Hospital Inc,Jasper,GA,30143,5123,Level 3 Musculoskeletal Procedures,35,4432.47085714285,12060
7760,Piedmont Mountainside Hospital Inc,Jasper,GA,30143,5124,Level 4 Musculoskeletal Procedures,33,6439.48606060606,12060
7761,Piedmont Mountainside Hospital Inc,Jasper,GA,30143,5222,Level 2 Pacemaker and Similar Procedures,31,6097.60580645161,12060
7762,Piedmont Mountainside Hospital Inc,Jasper,GA,30143,5223,Level 3 Pacemaker and Similar Procedures,18,8656.75,12060
7763,Piedmont Mountainside Hospital Inc,Jasper,GA,30143,5361,Level 1 Laparoscopy,84,3703.71559523809,12060
7764,Piedmont Mountainside Hospital Inc,Jasper,GA,30143,5375,Level 5 Urology and Related Services,39,3171.52,12060
7765,Piedmont Mountainside Hospital Inc,Jasper,GA,30143,5415,Level 5 Gynecologic Procedures,14,3423.8,12060
7766,Piedmont Mountainside Hospital Inc,Jasper,GA,30143,8011,Comprehensive Observation Services,338,2012.6377810651,12060
7767,Dekalb Medical Center At Hillandale,Lithonia,GA,30058,5191,Level 1 Endovascular Procedures,54,4291.49388888889,12060
7768,Dekalb Medical Center At Hillandale,Lithonia,GA,30058,5361,Level 1 Laparoscopy,17,3739.32647058823,12060
7769,Dekalb Medical Center At Hillandale,Lithonia,GA,30058,8011,Comprehensive Observation Services,183,2014.09306010929,12060
7770,"Piedmont Newnan Hospital, Inc",Newnan,GA,30265,5123,Level 3 Musculoskeletal Procedures,21,4643.9,12060
7771,"Piedmont Newnan Hospital, Inc",Newnan,GA,30265,5124,Level 4 Musculoskeletal Procedures,15,6600.47,12060
7772,"Piedmont Newnan Hospital, Inc",Newnan,GA,30265,5232,Level 2 ICD and Similar Procedures,16,28403.37,12060
7773,"Piedmont Newnan Hospital, Inc",Newnan,GA,30265,5361,Level 1 Laparoscopy,45,3678.528,12060
7774,"Piedmont Newnan Hospital, Inc",Newnan,GA,30265,5375,Level 5 Urology and Related Services,57,3092.77052631579,12060
7775,"Piedmont Newnan Hospital, Inc",Newnan,GA,30265,5415,Level 5 Gynecologic Procedures,12,3209.93583333333,12060
7776,"Piedmont Newnan Hospital, Inc",Newnan,GA,30265,8011,Comprehensive Observation Services,383,2000.7420626632,12060
7777,Southeastern Regional Medical Center,Newnan,GA,30265,5192,Level 2 Endovascular Procedures,21,8907.07,12060
7778,Emory Johns Creek Hospital,Johns Creek,GA,30097,5123,Level 3 Musculoskeletal Procedures,62,4524.54483870967,12060
7779,Emory Johns Creek Hospital,Johns Creek,GA,30097,5124,Level 4 Musculoskeletal Procedures,16,6600.47,12060
7780,Emory Johns Creek Hospital,Johns Creek,GA,30097,5191,Level 1 Endovascular Procedures,13,4291.48,12060
7781,Emory Johns Creek Hospital,Johns Creek,GA,30097,5192,Level 2 Endovascular Procedures,65,8673.442,12060
7782,Emory Johns Creek Hospital,Johns Creek,GA,30097,5193,Level 3 Endovascular Procedures,16,12774.075,12060
7783,Emory Johns Creek Hospital,Johns Creek,GA,30097,5361,Level 1 Laparoscopy,53,3629.59396226415,12060
7784,Emory Johns Creek Hospital,Johns Creek,GA,30097,8011,Comprehensive Observation Services,395,1991.4990379747,12060
